"guideline anchor","guideline url",mirror_file,timestamp
"Amyotrophic lateral sclerosis (ALS): percentage of patients diagnosed with ALS who are dysarthric who were offered a referral at least once annually to a speech language pathologist for an augmentative/alternative communication evaluation.",https://www.qualitymeasures.ahrq.gov/summaries/summary/49349/amyotrophic-lateral-sclerosis-als-percentage-of-patients-diagnosed-with-als-who-are-dysarthric-who-were-offered-a-referral-at-least-once-annually-to-a-speech-language-pathologist-for-an-augmentativealternative-communication-evaluation,./amyotrophic-lateral-sclerosis-als-percentage-of-patients-diagnosed-with-als-who-are-dysarthric-who-were-offered-a-referral-at-least-once-annually-to-a-speech-language-pathologist-for-an-augmentativealternative-communication-evaluation,20180620170542
"Immunizations for adolescents: percentage of adolescents 13 years of age who had one dose of meningococcal vaccine and one tetanus, diphtheria toxoids and acellular pertussis vaccine (Tdap) or one tetanus, diphtheria toxoids vaccine (Td) by their 13th birthday.",https://www.qualitymeasures.ahrq.gov/summaries/summary/48808/immunizations-for-adolescents-percentage-of-adolescents-13-years-of-age-who-had-one-dose-of-meningococcal-vaccine-and-one-tetanus-diphtheria-toxoids-and-acellular-pertussis-vaccine-tdap-or-one-tetanus-diphtheria-toxoids-vaccine-td-by-their-13th-birthday,./immunizations-for-adolescents-percentage-of-adolescents-13-years-of-age-who-had-one-dose-of-meningococcal-vaccine-and-one-tetanus-diphtheria-toxoids-and-acellular-pertussis-vaccine-tdap-or-one-tetanus-diphtheria-toxoids-vaccine-td-by-their-13th-birthday,20180620170423
"Epilepsy: percentage of children with epilepsy who were commenced on antiepileptic drugs referred for input by an epilepsy specialist nurse by 1 year.",https://www.qualitymeasures.ahrq.gov/summaries/summary/50159/epilepsy-percentage-of-children-with-epilepsy-who-were-commenced-on-antiepileptic-drugs-referred-for-input-by-an-epilepsy-specialist-nurse-by-1-year,./epilepsy-percentage-of-children-with-epilepsy-who-were-commenced-on-antiepileptic-drugs-referred-for-input-by-an-epilepsy-specialist-nurse-by-1-year,20180620170426
"Health plan members' experiences: percentage of parents/caretakers of health plan members who reported how often their child got care quickly.",https://www.qualitymeasures.ahrq.gov/summaries/summary/49804/health-plan-members-experiences-percentage-of-parentscaretakers-of-health-plan-members-who-reported-how-often-their-child-got-care-quickly,./health-plan-members-experiences-percentage-of-parentscaretakers-of-health-plan-members-who-reported-how-often-their-child-got-care-quickly,20180620170659
"Antibiotic utilization: summary of outpatient utilization of antibiotic prescriptions during the measurement year, stratified by age and gender.",https://www.qualitymeasures.ahrq.gov/summaries/summary/49827/antibiotic-utilization-summary-of-outpatient-utilization-of-antibiotic-prescriptions-during-the-measurement-year-stratified-by-age-and-gender,./antibiotic-utilization-summary-of-outpatient-utilization-of-antibiotic-prescriptions-during-the-measurement-year-stratified-by-age-and-gender,20180620170436
"Oral cavity squamous cell carcinoma: percentage of patients who undergo surgical management of oral cavity squamous cell carcinoma for whom there is no unplanned hospital readmission within 30 days of discharge.",https://www.qualitymeasures.ahrq.gov/summaries/summary/50468/oral-cavity-squamous-cell-carcinoma-percentage-of-patients-who-undergo-surgical-management-of-oral-cavity-squamous-cell-carcinoma-for-whom-there-is-no-unplanned-hospital-readmission-within-30-days-of-discharge,./oral-cavity-squamous-cell-carcinoma-percentage-of-patients-who-undergo-surgical-management-of-oral-cavity-squamous-cell-carcinoma-for-whom-there-is-no-unplanned-hospital-readmission-within-30-days-of-discharge,20180620170752
"Bioethics: percentage of informed written consent forms correctly filled out.",https://www.qualitymeasures.ahrq.gov/summaries/summary/43730/bioethics-percentage-of-informed-written-consent-forms-correctly-filled-out,./bioethics-percentage-of-informed-written-consent-forms-correctly-filled-out,20180620170700
"Sarcoma: proportion of patients with osteosarcoma who are under the age of 40 who undergo neo-adjuvant combination systemic anti-cancer therapy (SACT).",https://www.qualitymeasures.ahrq.gov/summaries/summary/50823/sarcoma-proportion-of-patients-with-osteosarcoma-who-are-under-the-age-of-40-who-undergo-neoadjuvant-combination-systemic-anticancer-therapy-sact,./sarcoma-proportion-of-patients-with-osteosarcoma-who-are-under-the-age-of-40-who-undergo-neoadjuvant-combination-systemic-anticancer-therapy-sact,20180620170308
"Cutaneous melanoma: proportion of patients with cutaneous melanoma who undergo diagnostic excision biopsy where the surgical pathology report contains a full set of data items (as defined by the current Royal College of Pathologists dataset).",https://www.qualitymeasures.ahrq.gov/summaries/summary/50986/cutaneous-melanoma-proportion-of-patients-with-cutaneous-melanoma-who-undergo-diagnostic-excision-biopsy-where-the-surgical-pathology-report-contains-a-full-set-of-data-items-as-defined-by-the-current-royal-college-of-pathologists-dataset,./cutaneous-melanoma-proportion-of-patients-with-cutaneous-melanoma-who-undergo-diagnostic-excision-biopsy-where-the-surgical-pathology-report-contains-a-full-set-of-data-items-as-defined-by-the-current-royal-college-of-pathologists-dataset,20180620170451
"Short-stay nursing home care: percent of residents who self-report moderate to severe pain.",https://www.qualitymeasures.ahrq.gov/summaries/summary/50036/shortstay-nursing-home-care-percent-of-residents-who-selfreport-moderate-to-severe-pain,./shortstay-nursing-home-care-percent-of-residents-who-selfreport-moderate-to-severe-pain,20180620170341
"Adult trauma care: percentage of patients age 18 years and older diagnosed with a head injury, spine injury, intra-abdominal injury or long bone fracture and a non-elective injury related hospital visit within 7 days of hospital discharge.",https://www.qualitymeasures.ahrq.gov/summaries/summary/48453/adult-trauma-care-percentage-of-patients-age-18-years-and-older-diagnosed-with-a-head-injury-spine-injury-intraabdominal-injury-or-long-bone-fracture-and-a-nonelective-injury-related-hospital-visit-within-7-days-of-hospital-discharge,./adult-trauma-care-percentage-of-patients-age-18-years-and-older-diagnosed-with-a-head-injury-spine-injury-intraabdominal-injury-or-long-bone-fracture-and-a-nonelective-injury-related-hospital-visit-within-7-days-of-hospital-discharge,20180620172528
"Pancreatic resection mortality: percentage of in-hospital deaths per 1,000 discharges with pancreatic resection, ages 18 years and older.",https://www.qualitymeasures.ahrq.gov/summaries/summary/50700/pancreatic-resection-mortality-percentage-of-inhospital-deaths-per-1000-discharges-with-pancreatic-resection-ages-18-years-and-older,./pancreatic-resection-mortality-percentage-of-inhospital-deaths-per-1000-discharges-with-pancreatic-resection-ages-18-years-and-older,20180620171259
"Non-Hodgkin lymphoma: percent of lymphoma patients of childbearing age who received treatment for lymphoma and who were offered fertility counseling prior to starting treatment OR documentation in the medical record why such counseling was unnecessary.",https://www.qualitymeasures.ahrq.gov/summaries/summary/50677/nonhodgkin-lymphoma-percent-of-lymphoma-patients-of-childbearing-age-who-received-treatment-for-lymphoma-and-who-were-offered-fertility-counseling-prior-to-starting-treatment-or-documentation-in-the-medical-record-why-such-counseling-was-unnecessary,./nonhodgkin-lymphoma-percent-of-lymphoma-patients-of-childbearing-age-who-received-treatment-for-lymphoma-and-who-were-offered-fertility-counseling-prior-to-starting-treatment-or-documentation-in-the-medical-record-why-such-counseling-was-unnecessary,20180620171908
"Advanced chronic kidney disease (CKD): percent of patients with phosphorus greater than 4.5 mg/dL.",https://www.qualitymeasures.ahrq.gov/summaries/summary/28224/advanced-chronic-kidney-disease-ckd-percent-of-patients-with-phosphorus-greater-than-45-mgdl,./advanced-chronic-kidney-disease-ckd-percent-of-patients-with-phosphorus-greater-than-45-mgdl,20180620171254
"Prevention of surgical wound infection: does the hospital take steps to monitor and control normothermia in major surgery (procedures lasting more than two hours)?",https://www.qualitymeasures.ahrq.gov/summaries/summary/27554/prevention-of-surgical-wound-infection-does-the-hospital-take-steps-to-monitor-and-control-normothermia-in-major-surgery-procedures-lasting-more-than-two-hours,./prevention-of-surgical-wound-infection-does-the-hospital-take-steps-to-monitor-and-control-normothermia-in-major-surgery-procedures-lasting-more-than-two-hours,20180620171709
"Assessment of risk and prevention of malnutrition: percentage of intensive care unit (ICU) patients who are assessed for risk of malnutrition within 24 hours after admission.",https://www.qualitymeasures.ahrq.gov/summaries/summary/27560/assessment-of-risk-and-prevention-of-malnutrition-percentage-of-intensive-care-unit-icu-patients-who-are-assessed-for-risk-of-malnutrition-within-24-hours-after-admission,./assessment-of-risk-and-prevention-of-malnutrition-percentage-of-intensive-care-unit-icu-patients-who-are-assessed-for-risk-of-malnutrition-within-24-hours-after-admission,20180620172937
"Call answer timeliness: percentage of calls received by the organization's Member Services call centers (during operating hours) during the measurement year that were answered by a live voice within 30 seconds.",https://www.qualitymeasures.ahrq.gov/summaries/summary/49781/call-answer-timeliness-percentage-of-calls-received-by-the-organizations-member-services-call-centers-during-operating-hours-during-the-measurement-year-that-were-answered-by-a-live-voice-within-30-seconds,./call-answer-timeliness-percentage-of-calls-received-by-the-organizations-member-services-call-centers-during-operating-hours-during-the-measurement-year-that-were-answered-by-a-live-voice-within-30-seconds,20180625143101
"Advanced chronic kidney disease (CKD): percent of patients treated with an erythropoietin or analogue.",https://www.qualitymeasures.ahrq.gov/summaries/summary/28247/advanced-chronic-kidney-disease-ckd-percent-of-patients-treated-with-an-erythropoietin-or-analogue,./advanced-chronic-kidney-disease-ckd-percent-of-patients-treated-with-an-erythropoietin-or-analogue,20180620172247
"Adult trauma care: percentage of all EMS records for injured patients 18 years and older with documentation of needle decompression thoracostomy attempted prior to arrival in hospital.",https://www.qualitymeasures.ahrq.gov/summaries/summary/48430/adult-trauma-care-percentage-of-all-ems-records-for-injured-patients-18-years-and-older-with-documentation-of-needle-decompression-thoracostomy-attempted-prior-to-arrival-in-hospital,./adult-trauma-care-percentage-of-all-ems-records-for-injured-patients-18-years-and-older-with-documentation-of-needle-decompression-thoracostomy-attempted-prior-to-arrival-in-hospital,20180625143124
"Pressure ulcer prevention and treatment protocol: percentage of patients with documentation in the medical record that a head-to-toe skin inspection and palpation were completed within six hours of admission.",https://www.qualitymeasures.ahrq.gov/summaries/summary/36731/pressure-ulcer-prevention-and-treatment-protocol-percentage-of-patients-with-documentation-in-the-medical-record-that-a-headtotoe-skin-inspection-and-palpation-were-completed-within-six-hours-of-admission,./pressure-ulcer-prevention-and-treatment-protocol-percentage-of-patients-with-documentation-in-the-medical-record-that-a-headtotoe-skin-inspection-and-palpation-were-completed-within-six-hours-of-admission,20180620172958
"Ovarian cancer: proportion of patients with early stage epithelial ovarian cancer (FIGO stage 1) undergoing primary surgery who have an adequate staging operation involving total abdominal hysterectomy (TAH), bilateral salpingo-oophorectomy (BSO), omentectomy and washings.",https://www.qualitymeasures.ahrq.gov/summaries/summary/50723/ovarian-cancer-proportion-of-patients-with-early-stage-epithelial-ovarian-cancer-figo-stage-1-undergoing-primary-surgery-who-have-an-adequate-staging-operation-involving-total-abdominal-hysterectomy-tah-bilateral-salpingooophorectomy-bso-omentectomy-and-washin,./ovarian-cancer-proportion-of-patients-with-early-stage-epithelial-ovarian-cancer-figo-stage-1-undergoing-primary-surgery-who-have-an-adequate-staging-operation-involving-total-abdominal-hysterectomy-tah-bilateral-salpingooophorectomy-bso-omentectomy-and-,20180620173114
"Advanced chronic kidney disease (CKD): percent of patients with documentation regarding discussion of renal replacement therapy (RRT) modalities.",https://www.qualitymeasures.ahrq.gov/summaries/summary/28241/advanced-chronic-kidney-disease-ckd-percent-of-patients-with-documentation-regarding-discussion-of-renal-replacement-therapy-rrt-modalities,./advanced-chronic-kidney-disease-ckd-percent-of-patients-with-documentation-regarding-discussion-of-renal-replacement-therapy-rrt-modalities,20180620172148
"Standardized methods for labeling, packaging and storing medications: percentage of failures in labeling, conservation and storage of medications in wards, emergency department and operating room dispensaries.",https://www.qualitymeasures.ahrq.gov/summaries/summary/27577/standardized-methods-for-labeling-packaging-and-storing-medications-percentage-of-failures-in-labeling-conservation-and-storage-of-medications-in-wards-emergency-department-and-operating-room-dispensaries,./standardized-methods-for-labeling-packaging-and-storing-medications-percentage-of-failures-in-labeling-conservation-and-storage-of-medications-in-wards-emergency-department-and-operating-room-dispensaries,20180620172409
"Acute care prevention of falls: percentage of patients who receive appropriate falls prevention interventions based upon the results of their falls risk assessment.",https://www.qualitymeasures.ahrq.gov/summaries/summary/36946/acute-care-prevention-of-falls-percentage-of-patients-who-receive-appropriate-falls-prevention-interventions-based-upon-the-results-of-their-falls-risk-assessment,./acute-care-prevention-of-falls-percentage-of-patients-who-receive-appropriate-falls-prevention-interventions-based-upon-the-results-of-their-falls-risk-assessment,20180620174743
"Routine prenatal care: percentage of pregnant patients who receive counseling and education at each visit as outlined in the guideline.",https://www.qualitymeasures.ahrq.gov/summaries/summary/38397/routine-prenatal-care-percentage-of-pregnant-patients-who-receive-counseling-and-education-at-each-visit-as-outlined-in-the-guideline,./routine-prenatal-care-percentage-of-pregnant-patients-who-receive-counseling-and-education-at-each-visit-as-outlined-in-the-guideline,20180620172032
"Neurointensive care and traumatology: percentage of fractured femurs treated surgically within 24 hours.",https://www.qualitymeasures.ahrq.gov/summaries/summary/43661/neurointensive-care-and-traumatology-percentage-of-fractured-femurs-treated-surgically-within-24-hours,./neurointensive-care-and-traumatology-percentage-of-fractured-femurs-treated-surgically-within-24-hours,20180620184853
"Diabetes mellitus: percentage of patients aged 18 years and older with a diagnosis of diabetes mellitus who were evaluated for proper footwear and sizing at least once within 12 months.",https://www.qualitymeasures.ahrq.gov/summaries/summary/48954/diabetes-mellitus-percentage-of-patients-aged-18-years-and-older-with-a-diagnosis-of-diabetes-mellitus-who-were-evaluated-for-proper-footwear-and-sizing-at-least-once-within-12-months,./diabetes-mellitus-percentage-of-patients-aged-18-years-and-older-with-a-diagnosis-of-diabetes-mellitus-who-were-evaluated-for-proper-footwear-and-sizing-at-least-once-within-12-months,20180620172056
"Home health care: percentage of home health episodes of care during which the patient improved in ability to transfer on/off and to/from the toilet.",https://www.qualitymeasures.ahrq.gov/summaries/summary/37796/home-health-care-percentage-of-home-health-episodes-of-care-during-which-the-patient-improved-in-ability-to-transfer-onoff-and-tofrom-the-toilet,./home-health-care-percentage-of-home-health-episodes-of-care-during-which-the-patient-improved-in-ability-to-transfer-onoff-and-tofrom-the-toilet,20180620171435
"Health insurance coverage: percentage of children who do not meet the criteria for having adequate insurance for optimal health.",https://www.qualitymeasures.ahrq.gov/summaries/summary/47474/health-insurance-coverage-percentage-of-children-who-do-not-meet-the-criteria-for-having-adequate-insurance-for-optimal-health,./health-insurance-coverage-percentage-of-children-who-do-not-meet-the-criteria-for-having-adequate-insurance-for-optimal-health,20180621174821
"Heart failure in adults: percentage of patients with heart failure diagnosis who were educated on the management of their condition.",https://www.qualitymeasures.ahrq.gov/summaries/summary/47033/heart-failure-in-adults-percentage-of-patients-with-heart-failure-diagnosis-who-were-educated-on-the-management-of-their-condition,./Heart-failure-in-adults-percentage-of-patients-with-heart-failure-diagnosis-who-were-educated-on-the-management-of-their-condition,20180712191342
"Assessment and management of chronic pain: percentage of patients diagnosed with chronic pain who have not met pain control or functional status goals who are referred to pain specialist or interdisciplinary pain team.",https://www.qualitymeasures.ahrq.gov/summaries/summary/47743/assessment-and-management-of-chronic-pain-percentage-of-patients-diagnosed-with-chronic-pain-who-have-not-met-pain-control-or-functional-status-goals-who-are-referred-to-pain-specialist-or-interdisciplinary-pain-team,./assessment-and-management-of-chronic-pain-percentage-of-patients-diagnosed-with-chronic-pain-who-have-not-met-pain-control-or-functional-status-goals-who-are-referred-to-pain-specialist-or-interdisciplinary-pain-team,20180621174600
"Intensive care unit (ICU) palliative care: percent of patients whose family was personally given a written information leaflet by an ICU team member on or before Day One of ICU admission.",https://www.qualitymeasures.ahrq.gov/summaries/summary/28310/intensive-care-unit-icu-palliative-care-percent-of-patients-whose-family-was-personally-given-a-written-information-leaflet-by-an-icu-team-member-on-or-before-day-one-of-icu-admission,./intensive-care-unit-icu-palliative-care-percent-of-patients-whose-family-was-personally-given-a-written-information-leaflet-by-an-icu-team-member-on-or-before-day-one-of-icu-admission,20180621174557
"Pancreatic cancer: percentage of patients undergoing cancer-directed resection for whom the tumor histology is recorded.",https://www.qualitymeasures.ahrq.gov/summaries/summary/34298/pancreatic-cancer-percentage-of-patients-undergoing-cancerdirected-resection-for-whom-the-tumor-histology-is-recorded,./pancreatic-cancer-percentage-of-patients-undergoing-cancerdirected-resection-for-whom-the-tumor-histology-is-recorded,20180621174831
"Proportion of days covered (PDC): percentage of patients who filled at least two prescriptions for a sulfonylurea or sulfonylurea combination on two unique dates of service who met the PDC threshold of 80% during the measurement period.",https://www.qualitymeasures.ahrq.gov/summaries/summary/47497/proportion-of-days-covered-pdc-percentage-of-patients-who-filled-at-least-two-prescriptions-for-a-sulfonylurea-or-sulfonylurea-combination-on-two-unique-dates-of-service-who-met-the-pdc-threshold-of-80-during-the-measurement-period,./proportion-of-days-covered-pdc-percentage-of-patients-who-filled-at-least-two-prescriptions-for-a-sulfonylurea-or-sulfonylurea-combination-on-two-unique-dates-of-service-who-met-the-pdc-threshold-of-80-during-the-measurement-period,20180623161045
"Cutaneous melanoma: proportion of patients with cutaneous melanoma undergoing wide local excision within 84 days of their diagnostic excision biopsy.",https://www.qualitymeasures.ahrq.gov/summaries/summary/50992/cutaneous-melanoma-proportion-of-patients-with-cutaneous-melanoma-undergoing-wide-local-excision-within-84-days-of-their-diagnostic-excision-biopsy,./cutaneous-melanoma-proportion-of-patients-with-cutaneous-melanoma-undergoing-wide-local-excision-within-84-days-of-their-diagnostic-excision-biopsy,20180620172627
"Sickle cell disease (SCD): percentage of children younger than 18 years of age identified as having SCD who had: (1) a pulse oximetry reading, (2) a complete blood count, and (3) a reticulocyte count performed within the same 7‐day period as part of outpatient care during the measurement year.",https://www.qualitymeasures.ahrq.gov/summaries/summary/48184/sickle-cell-disease-scd-percentage-of-children-younger-than-18-years-of-age-identified-as-having-scd-who-had-1-a-pulse-oximetry-reading-2-a-complete-blood-count-and-3-a-reticulocyte-count-performed-within-the-same-7day-period-as-part-of-outpatient-care-during-,./sickle-cell-disease-scd-percentage-of-children-younger-than-18-years-of-age-identified-as-having-scd-who-had-1-a-pulse-oximetry-reading-2-a-complete-blood-count-and-3-a-reticulocyte-count-performed-within-the-same-7day-period-as-part-of-outpatient-care-d,20180621174556
"Hospital-based inpatient psychiatric services: the total number of hours that all patients admitted to a hospital-based inpatient psychiatric setting were maintained in physical restraint.",https://www.qualitymeasures.ahrq.gov/summaries/summary/50199/hospitalbased-inpatient-psychiatric-services-the-total-number-of-hours-that-all-patients-admitted-to-a-hospitalbased-inpatient-psychiatric-setting-were-maintained-in-physical-restraint,./hospitalbased-inpatient-psychiatric-services-the-total-number-of-hours-that-all-patients-admitted-to-a-hospitalbased-inpatient-psychiatric-setting-were-maintained-in-physical-restraint,20180625141817
"Infection control after hematopoietic cell transplantation (HCT): percentage of patients who had HCT and were herpes simplex virus seropositive and/or varicella-zoster virus seropositive and prophylaxis was prescribed.",https://www.qualitymeasures.ahrq.gov/summaries/summary/43807/infection-control-after-hematopoietic-cell-transplantation-hct-percentage-of-patients-who-had-hct-and-were-herpes-simplex-virus-seropositive-andor-varicellazoster-virus-seropositive-and-prophylaxis-was-prescribed,./infection-control-after-hematopoietic-cell-transplantation-hct-percentage-of-patients-who-had-hct-and-were-herpes-simplex-virus-seropositive-andor-varicellazoster-virus-seropositive-and-prophylaxis-was-prescribed,20180621174824
"Pneumonia mortality: percentage of in-hospital deaths per 1,000 discharges with pneumonia as a principal diagnosis for patients ages 18 years and older.",https://www.qualitymeasures.ahrq.gov/summaries/summary/49512/pneumonia-mortality-percentage-of-inhospital-deaths-per-1000-discharges-with-pneumonia-as-a-principal-diagnosis-for-patients-ages-18-years-and-older,./pneumonia-mortality-percentage-of-inhospital-deaths-per-1000-discharges-with-pneumonia-as-a-principal-diagnosis-for-patients-ages-18-years-and-older,20180623161049
"Hypertension: the relative resource use by members with hypertension during the measurement year.",https://www.qualitymeasures.ahrq.gov/summaries/summary/49844/hypertension-the-relative-resource-use-by-members-with-hypertension-during-the-measurement-year,./hypertension-the-relative-resource-use-by-members-with-hypertension-during-the-measurement-year,20180623161009
"Colorectal cancer: proportion of patients with colorectal cancer who undergo elective surgical resection who have the whole colon visualised by colonoscopy or CT colonography before surgery, unless the non-visualised segment of colon is to be removed.",https://www.qualitymeasures.ahrq.gov/summaries/summary/50969/colorectal-cancer-proportion-of-patients-with-colorectal-cancer-who-undergo-elective-surgical-resection-who-have-the-whole-colon-visualised-by-colonoscopy-or-ct-colonography-before-surgery-unless-the-nonvisualised-segment-of-colon-is-to-be-removed,./colorectal-cancer-proportion-of-patients-with-colorectal-cancer-who-undergo-elective-surgical-resection-who-have-the-whole-colon-visualised-by-colonoscopy-or-ct-colonography-before-surgery-unless-the-nonvisualised-segment-of-colon-is-to-be-removed,20180620172514
"Hepatitis C: percentage of patients aged 18 years and older with a diagnosis of chronic hepatitis C who are receiving antiviral treatment for whom quantitative hepatitis C virus (HCV) ribonucleic acid (RNA) testing was performed between 4 and 12 weeks after the initiation of antiviral treatment.",https://www.qualitymeasures.ahrq.gov/summaries/summary/49641/hepatitis-c-percentage-of-patients-aged-18-years-and-older-with-a-diagnosis-of-chronic-hepatitis-c-who-are-receiving-antiviral-treatment-for-whom-quantitative-hepatitis-c-virus-hcv-ribonucleic-acid-rna-testing-was-performed-between-4-and-12-weeks-after-the-ini,./hepatitis-c-percentage-of-patients-aged-18-years-and-older-with-a-diagnosis-of-chronic-hepatitis-c-who-are-receiving-antiviral-treatment-for-whom-quantitative-hepatitis-c-virus-hcv-ribonucleic-acid-rna-testing-was-performed-between-4-and-12-weeks-after-t,20180625143123
"Otitis media with effusion (OME): percentage of patient visits for those patients aged 2 months through 12 years with a diagnosis of OME with assessment of tympanic membrane mobility with pneumatic otoscopy or tympanometry.",https://www.qualitymeasures.ahrq.gov/summaries/summary/28015/otitis-media-with-effusion-ome-percentage-of-patient-visits-for-those-patients-aged-2-months-through-12-years-with-a-diagnosis-of-ome-with-assessment-of-tympanic-membrane-mobility-with-pneumatic-otoscopy-or-tympanometry,./otitis-media-with-effusion-ome-percentage-of-patient-visits-for-those-patients-aged-2-months-through-12-years-with-a-diagnosis-of-ome-with-assessment-of-tympanic-membrane-mobility-with-pneumatic-otoscopy-or-tympanometry,20180620182145
"Nurse staffing levels: does the hospital have specific rules on nurse staffing levels?",https://www.qualitymeasures.ahrq.gov/summaries/summary/27514/nurse-staffing-levels-does-the-hospital-have-specific-rules-on-nurse-staffing-levels,./nurse-staffing-levels-does-the-hospital-have-specific-rules-on-nurse-staffing-levels,20180620171731
